"country","year","quarter","vessel_length","fishing_tech","gear_type","target_assemblage","mesh_size_range","metier","metier_7","domain_discards","domain_landings","supra_region","sub_region","eez_indicator","geo_indicator","nep_sub_region","specon_tech","deep","species","total_live_weight_landed","total_value_of_landings","tot_discards_tonnes","confidential"
"Sweden",2022,2,"VL0008","FPO","FPN","ANA","NK","FPN_ANA_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"SAL","12.8426","79245.1151724247",NA,"N"
"Sweden",2022,2,"VL0008","FPO","FPN","ANA","NK","FPN_ANA_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"TRS","0.1463","658.1220803577",NA,"N"
"Sweden",2022,2,"VL0008","FPO","FPN","ANA","NK","FPN_ANA_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"WHF","0.1692","631.9445145902",NA,"N"
"Sweden",2022,2,"VL0008","FPO","FPO","ANA",NA,"FPO_ANA_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"WHF","0.032","117.2788522577",NA,"N"
"Sweden",2022,2,"VL0008","FPO","FPO","FWS",NA,"FPO_FWS_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"FPE","0.058","63.0184334571",NA,"N"
"Sweden",2022,2,"VL0008","FPO","FYK","ANA","NK","FYK_ANA_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"SAL","0.203","1242.841258976",NA,"N"
"Sweden",2022,2,"VL0008","FPO","FYK","ANA","NK","FYK_ANA_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"TRS","0.027","121.4579369081",NA,"N"
"Sweden",2022,2,"VL0008","FPO","FYK","ANA","NK","FYK_ANA_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"WHF","0.002","7.344810497",NA,"N"
"Sweden",2022,2,"VL0008","FPO","GNS","FWS","32D90","GNS_FWS_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"FPE","0.364","1796.3980767045",NA,"N"
"Sweden",2022,2,"VL0008","FPO","GNS","FWS","32D90","GNS_FWS_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"FPP","0.006","51.6943772353",NA,"N"
"Sweden",2022,2,"VL0008","FPO","GNS","FWS","32D90","GNS_FWS_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"TRS","0.0328","155.9309606792",NA,"N"
"Sweden",2022,2,"VL0008","FPO","GNS","FWS","32D90","GNS_FWS_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"WHF","0.2855","978.4361019967",NA,"N"
"Sweden",2022,2,"VL0008","FPO","GNS","SPF","32D90","GNS_SPF_32-89_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"HER","0.4675","600.8226233559",NA,"N"
"Sweden",2022,2,"VL0008","PGP","FPN","ANA","NK","FPN_ANA_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"SAL","0.012","73.4684488065",NA,"N"
"Sweden",2022,2,"VL0008","PGP","FPN","ANA","NK","FPN_ANA_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"WHF","0.035","128.5341836972",NA,"N"
"Sweden",2022,2,"VL0812","DFN","FPN","ANA","NK","FPN_ANA_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"SAL","0.083","508.1567709114",NA,"N"
"Sweden",2022,2,"VL0812","DFN","FPN","ANA","NK","FPN_ANA_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"TRS","0.08","359.8753686167",NA,"N"
"Sweden",2022,2,"VL0812","DFN","FPN","ANA","NK","FPN_ANA_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"WHF","0.055","201.982288667",NA,"N"
"Sweden",2022,2,"VL0812","DFN","GNS","DEF","110D157","GNS_DEF_110-156_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"COD","0.304","1303.7595389005",NA,"N"
"Sweden",2022,2,"VL0812","DFN","GNS","FWS","32D90","GNS_FWS_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"FID","0.003","3.6097983511",NA,"N"
"Sweden",2022,2,"VL0812","DFN","GNS","FWS","32D90","GNS_FWS_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"FLE","0.001","1.445805055",NA,"N"
"Sweden",2022,2,"VL0812","DFN","GNS","FWS","32D90","GNS_FWS_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"FPE","0.544","2684.7267959539",NA,"N"
"Sweden",2022,2,"VL0812","DFN","GNS","FWS","32D90","GNS_FWS_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"MXV","0.001","0.2427150671",NA,"N"
"Sweden",2022,2,"VL0812","DFN","GNS","FWS","32D90","GNS_FWS_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"TRS","0.007","33.2779489254",NA,"N"
"Sweden",2022,2,"VL0812","DFN","GNS","FWS","32D90","GNS_FWS_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"WHF","2.289","7554.9847218087",NA,"N"
"Sweden",2022,2,"VL0812","DFN","GNS","FWS","90D110","GNS_FWS_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"FPE","0.255","1382.4252813941",NA,"N"
"Sweden",2022,2,"VL0812","DFN","GNS","FWS","90D110","GNS_FWS_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"WHF","0.047","221.0370872015",NA,"N"
"Sweden",2022,2,"VL0812","DFN","GNS","SPF","16D32","GNS_SPF_16-31_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"HER","2.39","3181.5161112411",NA,"N"
"Sweden",2022,2,"VL0812","DFN","GNS","SPF","32D90","GNS_SPF_32-89_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"HER","31.9425","41988.6698067631",NA,"N"
"Sweden",2022,2,"VL0812","DFN","GNS","SPF","32D90","GNS_SPF_32-89_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"SAL","0","0",NA,"N"
"Sweden",2022,2,"VL0812","DFN","OTM","SPF","32D90","OTM_SPF_32-89_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"HER","0.08","17.3564736826",NA,"N"
"Sweden",2022,2,"VL0812","PMP","GNS","SPF","32D90","GNS_SPF_32-89_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"HER","1.758","2385.8840880962",NA,"N"
"Sweden",2022,2,"VL0812","PMP","OTB","SPF","32D90","OTB_SPF_32-89_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"HER","5.8","8986.5842444754",NA,"N"
"Sweden",2022,2,"VL1218","DTS","GNS","SPF","32D90","GNS_SPF_32-89_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"HER","0.15","176.3593780863",NA,"N"
"Sweden",2022,2,"VL1218","FPO","GNS","SPF","32D90","GNS_SPF_32-89_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"HER","0.95","1027.5873096494",NA,"N"
"Sweden",2022,2,"VL1218","FPO","PTB","SPF","32D90","PTB_SPF_32-89_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"HER","0.6","649.0025113575",NA,"N"
"Sweden",2022,2,"VL1218","FPO","PTM","SPF","32D90","PTM_SPF_32-89_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"HER","0.4","432.668340905",NA,"N"
"Sweden",2022,2,"VL1218","MGP","PTB","SPF","32D90","PTB_SPF_32-89_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"HER","1.3","1406.1721079414",NA,"N"
"Sweden",2022,2,"VL2440","TM","OTM","SPF","16D32","OTM_SPF_16-31_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"GTA","21.46","4548.0326471048",NA,"N"
"Sweden",2022,2,"VL2440","TM","OTM","SPF","16D32","OTM_SPF_16-31_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"HER","2106","455596.625317197",NA,"N"
"Sweden",2022,2,"VL2440","TM","OTM","SPF","16D32","OTM_SPF_16-31_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"MXV","0","0",NA,"N"
"Sweden",2022,2,"VL2440","TM","OTM","SPF","16D32","OTM_SPF_16-31_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"SPR","1.827","395.1895826303",NA,"N"
"Sweden",2022,2,"VL2440","TM","OTM","SPF","16D32","OTM_SPF_16-31_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"TGQ","1.115","273.5069188592",NA,"N"
"Sweden",2022,2,"VL40XX","TM","OTM","SPF","16D32","OTM_SPF_16-31_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"GTA","0.7","148.6006246761",NA,"N"
"Sweden",2022,2,"VL40XX","TM","OTM","SPF","16D32","OTM_SPF_16-31_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"HER","4015","970528.564615077",NA,"N"
"Sweden",2022,2,"VL40XX","TM","OTM","SPF","16D32","OTM_SPF_16-31_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"MZZ","0.02","5.8504284357",NA,"N"
"Sweden",2022,2,"VL40XX","TM","OTM","SPF","16D32","OTM_SPF_16-31_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"SAN","7.05","1922.436140028",NA,"N"
"Sweden",2022,2,"VL40XX","TM","OTM","SPF","16D32","OTM_SPF_16-31_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"SKB","5","1284.6824836162",NA,"N"
"Sweden",2022,2,"VL40XX","TM","OTM","SPF","16D32","OTM_SPF_16-31_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"SPR","91","23130.5980091882",NA,"N"
"Sweden",2022,3,"VL0008","DFN","FPN","ANA","NK","FPN_ANA_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"SAL","0.5959","3365.2401038322",NA,"N"
"Sweden",2022,3,"VL0008","DFN","FPN","ANA","NK","FPN_ANA_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"TRS","0.2179","956.5192677645",NA,"N"
"Sweden",2022,3,"VL0008","DFN","FPN","ANA","NK","FPN_ANA_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"WHF","0.2586","1743.6818519429",NA,"N"
"Sweden",2022,3,"VL0008","DFN","FYK","CAT","NK","FYK_CAT_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"ELE","0.013","120.6175141116",NA,"N"
"Sweden",2022,3,"VL0008","DFN","GNS","FWS","32D90","GNS_FWS_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"FBU","0.003","7.0543751235",NA,"N"
"Sweden",2022,3,"VL0008","DFN","GNS","FWS","32D90","GNS_FWS_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"FPE","11.5248","68504.659534069",NA,"N"
"Sweden",2022,3,"VL0008","DFN","GNS","FWS","32D90","GNS_FWS_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"FPI","0.0242","46.4562263248",NA,"N"
"Sweden",2022,3,"VL0008","DFN","GNS","FWS","32D90","GNS_FWS_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"FPP","0.0072","62.0332526823",NA,"N"
"Sweden",2022,3,"VL0008","DFN","GNS","FWS","32D90","GNS_FWS_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"FRO","4.135","796.4634883946",NA,"N"
"Sweden",2022,3,"VL0008","DFN","GNS","FWS","32D90","GNS_FWS_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"HER","0.012","24.0066885772",NA,"N"
"Sweden",2022,3,"VL0008","DFN","GNS","FWS","32D90","GNS_FWS_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"SAL","0.008","42.0771016494",NA,"N"
"Sweden",2022,3,"VL0008","DFN","GNS","FWS","32D90","GNS_FWS_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"TRS","0.1229","584.2657032767",NA,"N"
"Sweden",2022,3,"VL0008","DFN","GNS","FWS","32D90","GNS_FWS_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"WHF","4.5079","20168.1256663604",NA,"N"
"Sweden",2022,3,"VL0008","DFN","GNS","FWS","90D110","GNS_FWS_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"FPE","1.876","13515.5501466719",NA,"N"
"Sweden",2022,3,"VL0008","DFN","GNS","FWS","90D110","GNS_FWS_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"FPI","0.12","230.3614528502",NA,"N"
"Sweden",2022,3,"VL0008","DFN","GNS","FWS","90D110","GNS_FWS_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"TRS","0.0255","121.2268139427",NA,"N"
"Sweden",2022,3,"VL0008","DFN","GNS","FWS","90D110","GNS_FWS_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"WHF","0.158","791.4419366695",NA,"N"
"Sweden",2022,3,"VL0008","DFN","GNS","SPF","16D32","GNS_SPF_16-31_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"HER","3.211","6707.0061273192",NA,"N"
"Sweden",2022,3,"VL0008","DFN","GNS","SPF","32D90","GNS_SPF_32-89_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"HER","1.494","3493.6456483946",NA,"N"
"Sweden",2022,3,"VL0008","FPO","FPN","ANA","NK","FPN_ANA_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"SAL","4.5848","27825.4323080709",NA,"N"
"Sweden",2022,3,"VL0008","FPO","FPN","ANA","NK","FPN_ANA_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"TRS","0.3275","1573.0283008824",NA,"N"
"Sweden",2022,3,"VL0008","FPO","FPN","ANA","NK","FPN_ANA_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"WHF","0.1585","1058.0243525231",NA,"N"
"Sweden",2022,3,"VL0008","FPO","FPO","FWS",NA,"FPO_FWS_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"FPE","0.232","331.1877340701",NA,"N"
"Sweden",2022,3,"VL0008","FPO","FYK","ANA","NK","FYK_ANA_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"SAL","0.487","2821.2634370224",NA,"N"
"Sweden",2022,3,"VL0008","FPO","FYK","ANA","NK","FYK_ANA_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"TRS","0.151","665.5697931568",NA,"N"
"Sweden",2022,3,"VL0008","FPO","FYK","ANA","NK","FYK_ANA_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"WHF","0.013","93.9709745776",NA,"N"
"Sweden",2022,3,"VL0008","FPO","FYK","CAT","NK","FYK_CAT_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"ELE","0.044","408.2438939162",NA,"N"
"Sweden",2022,3,"VL0008","FPO","GNS","FWS","32D90","GNS_FWS_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"FPE","2.276","12264.5573931407",NA,"N"
"Sweden",2022,3,"VL0008","FPO","GNS","FWS","32D90","GNS_FWS_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"FPI","0.0054","10.3662653783",NA,"N"
"Sweden",2022,3,"VL0008","FPO","GNS","FWS","32D90","GNS_FWS_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"FPP","0.0111","95.6345978852",NA,"N"
"Sweden",2022,3,"VL0008","FPO","GNS","FWS","32D90","GNS_FWS_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"HER","0.006","24.9288421629",NA,"N"
"Sweden",2022,3,"VL0008","FPO","GNS","FWS","32D90","GNS_FWS_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"TRS","0.085","404.089379809",NA,"N"
"Sweden",2022,3,"VL0008","FPO","GNS","FWS","32D90","GNS_FWS_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"WHF","0.4263","2014.183792663",NA,"N"
"Sweden",2022,3,"VL0008","FPO","GNS","FWS","90D110","GNS_FWS_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"FPE","0.54","2993.0235121614",NA,"N"
"Sweden",2022,3,"VL0008","FPO","GNS","FWS","90D110","GNS_FWS_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"WHF","0.091","475.5711941995",NA,"N"
"Sweden",2022,3,"VL0008","FPO","GNS","SPF","32D90","GNS_SPF_32-89_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"HER","0.0475","164.42614976",NA,"N"
"Sweden",2022,3,"VL0008","NO","FPN","ANA","NK","FPN_ANA_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"SAL","0.1","579.3148741319",NA,"N"
"Sweden",2022,3,"VL0008","PGP","FPN","ANA","NK","FPN_ANA_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"SAL","0.45","2306.8461714552",NA,"N"
"Sweden",2022,3,"VL0008","PGP","FPN","ANA","NK","FPN_ANA_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"WHF","0.045","272.6142524121",NA,"N"
"Sweden",2022,3,"VL0008","PGP","GNS","FWS","32D90","GNS_FWS_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"TRS","0.008","38.0319416291",NA,"N"
"Sweden",2022,3,"VL0008","PGP","GNS","FWS","32D90","GNS_FWS_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"WHF","0.104","391.5974084425",NA,"N"
"Sweden",2022,3,"VL0812","DFN","GNS","FWS","32D90","GNS_FWS_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"FPE","1.399","8679.1798240368",NA,"N"
"Sweden",2022,3,"VL0812","DFN","GNS","FWS","32D90","GNS_FWS_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"TGQ","0.001","0.2452976851",NA,"N"
"Sweden",2022,3,"VL0812","DFN","GNS","FWS","32D90","GNS_FWS_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"TRS","0.013","61.8019051473",NA,"N"
"Sweden",2022,3,"VL0812","DFN","GNS","FWS","32D90","GNS_FWS_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"WHF","3.299","12874.4106612567",NA,"N"
"Sweden",2022,3,"VL0812","DFN","GNS","FWS","90D110","GNS_FWS_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"FPE","0.258","2414.571517255",NA,"N"
"Sweden",2022,3,"VL0812","DFN","GNS","SPF","16D32","GNS_SPF_16-31_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"HER","2.884","6935.0540009922",NA,"N"
"Sweden",2022,3,"VL0812","DFN","GNS","SPF","32D90","GNS_SPF_32-89_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"HER","7.9872","17760.3866777534",NA,"N"
"Sweden",2022,3,"VL0812","DTS","OTB","SPF","32D90","OTB_SPF_32-89_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"HER","0.231","62.926567788",NA,"N"
"Sweden",2022,3,"VL2440","TM","OTM","SPF","16D32","OTM_SPF_16-31_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"GTA","1","258.1195857671",NA,"N"
"Sweden",2022,3,"VL2440","TM","OTM","SPF","16D32","OTM_SPF_16-31_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"HER","213","56899.4239428237",NA,"N"
"Sweden",2022,4,"VL0008","DFN","FPO","FWS",NA,"FPO_FWS_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"FPE","0.05","65.9905425548",NA,"N"
"Sweden",2022,4,"VL0008","DFN","GNS","FWS","32D90","GNS_FWS_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"FBM","0.016","7.5246667983",NA,"N"
"Sweden",2022,4,"VL0008","DFN","GNS","FWS","32D90","GNS_FWS_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"FPE","1.7349","8974.9992945625",NA,"N"
"Sweden",2022,4,"VL0008","DFN","GNS","FWS","32D90","GNS_FWS_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"FPI","0.077","108.6373769012",NA,"N"
"Sweden",2022,4,"VL0008","DFN","GNS","FWS","32D90","GNS_FWS_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"FRO","1.593","306.8358735218",NA,"N"
"Sweden",2022,4,"VL0008","DFN","GNS","FWS","32D90","GNS_FWS_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"FVE","0.125","1457.90419218",NA,"N"
"Sweden",2022,4,"VL0008","DFN","GNS","FWS","32D90","GNS_FWS_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"HER","0.068","31.979833893",NA,"N"
"Sweden",2022,4,"VL0008","DFN","GNS","FWS","32D90","GNS_FWS_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"TRS","0.1812","861.4234778986",NA,"N"
"Sweden",2022,4,"VL0008","DFN","GNS","FWS","32D90","GNS_FWS_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"WHF","3.1042","14417.7944793644",NA,"N"
"Sweden",2022,4,"VL0008","DFN","GNS","FWS","90D110","GNS_FWS_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"FBM","0.01","4.702916749",NA,"N"
"Sweden",2022,4,"VL0008","DFN","GNS","FWS","90D110","GNS_FWS_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"FPE","0.104","538.0136760819",NA,"N"
"Sweden",2022,4,"VL0008","DFN","GNS","FWS","90D110","GNS_FWS_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"FPI","0.1","141.087502469",NA,"N"
"Sweden",2022,4,"VL0008","DFN","GNS","FWS","90D110","GNS_FWS_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"HER","0.005","5.1118660315",NA,"N"
"Sweden",2022,4,"VL0008","DFN","GNS","FWS","90D110","GNS_FWS_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"TRS","0.04","190.1597081454",NA,"N"
"Sweden",2022,4,"VL0008","DFN","GNS","FWS","90D110","GNS_FWS_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"WHF","0.079","395.7307571661",NA,"N"
"Sweden",2022,4,"VL0008","DFN","GNS","SPF","16D32","GNS_SPF_16-31_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"HER","0.458","321.2092139545",NA,"N"
"Sweden",2022,4,"VL0008","DFN","GNS","SPF","32D90","GNS_SPF_32-89_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"HER","0.45","292.0511301109",NA,"N"
"Sweden",2022,4,"VL0008","FPO","FPO","ANA",NA,"FPO_ANA_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"WHF","0.012","58.9249373611",NA,"N"
"Sweden",2022,4,"VL0008","FPO","FPO","FWS",NA,"FPO_FWS_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"FRO","0.021","4.0449173534",NA,"N"
"Sweden",2022,4,"VL0008","FPO","GNS","FWS","32D90","GNS_FWS_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"FPE","0.145","750.1152214603",NA,"N"
"Sweden",2022,4,"VL0008","FPO","GNS","FWS","32D90","GNS_FWS_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"FPP","0.002","17.2314590784",NA,"N"
"Sweden",2022,4,"VL0008","FPO","GNS","FWS","32D90","GNS_FWS_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"TRS","0.0723","343.7136724728",NA,"N"
"Sweden",2022,4,"VL0008","FPO","GNS","FWS","32D90","GNS_FWS_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"WHF","0.2168","1058.012249386",NA,"N"
"Sweden",2022,4,"VL0812","DFN","GNS","DEF","110D157","GNS_DEF_110-156_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"FBM","0.405","190.4681283332",NA,"N"
"Sweden",2022,4,"VL0812","DFN","GNS","DEF","110D157","GNS_DEF_110-156_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"FBU","0.01","23.5145837448",NA,"N"
