"","fishing_style","node","est","n","prob","iter"
"8358","guide","economic_risk","low",25363,0.25363,76
"8359","guide","economic_risk","medium",7732,0.07732,76
"8360","guide","economic_risk","high",66905,0.66905,76
"8361","guide","go_fishing","no",66156,0.66156,76
"8362","guide","go_fishing","yes",33844,0.33844,76
"8363","guide","individual_importance","high",100000,1,76
"8364","guide","individual_risk","low",13474,0.13474,76
"8365","guide","individual_risk","medium",14696,0.14696,76
"8366","guide","individual_risk","high",71830,0.7183,76
"8367","guide","societal_importance","medium",80134,0.80134,76
"8368","guide","societal_importance","high",19866,0.19866,76
"8369","guide","societal_risk","low",13474,0.13474,76
"8370","guide","societal_risk","medium",72227,0.72227,76
"8371","guide","societal_risk","high",14299,0.14299,76
"8372","guide","strategy_to_change","cope",81933,0.81933,76
"8373","guide","strategy_to_change","react",3836,0.03836,76
"8374","guide","strategy_to_change","adapt",14231,0.14231,76
"8375","guide","substitution_capacity","no",100000,1,76
"8376","recreational","economic_buffers","low",100000,1,77
"8377","recreational","economic_risk","low",59379,0.59379,77
"8378","recreational","economic_risk","medium",7351,0.07351,77
"8379","recreational","economic_risk","high",19011,0.19011,77
"8380","recreational","economic_risk","not_relevant",14259,0.14259,77
"8381","recreational","go_fishing","no",42335,0.42335,77
"8382","recreational","go_fishing","yes",57665,0.57665,77
"8383","recreational","individual_importance","medium",40031,0.40031,77
"8384","recreational","individual_importance","high",59969,0.59969,77
"8385","recreational","individual_risk","low",32083,0.32083,77
"8386","recreational","individual_risk","medium",35783,0.35783,77
"8387","recreational","individual_risk","high",17875,0.17875,77
"8388","recreational","individual_risk","not_relevant",14259,0.14259,77
"8389","recreational","societal_importance","medium",68439,0.68439,77
"8390","recreational","societal_importance","high",31561,0.31561,77
"8391","recreational","societal_risk","low",32083,0.32083,77
"8392","recreational","societal_risk","medium",44229,0.44229,77
"8393","recreational","societal_risk","high",9429,0.09429,77
"8394","recreational","societal_risk","not_relevant",14259,0.14259,77
"8395","recreational","strategy_to_change","not_relevant",14259,0.14259,77
"8396","recreational","strategy_to_change","cope",49534,0.49534,77
"8397","recreational","strategy_to_change","react",12371,0.12371,77
"8398","recreational","strategy_to_change","adapt",23836,0.23836,77
"8399","recreational","substitution_capacity","no",80506,0.80506,77
"8400","recreational","substitution_capacity","yes",19494,0.19494,77
"8401","small_scale","economic_buffers","low",95747,0.95747,77
"8402","small_scale","economic_buffers","medium",4253,0.04253,77
"8403","small_scale","economic_risk","low",47986,0.47986,77
"8404","small_scale","economic_risk","medium",21652,0.21652,77
"8405","small_scale","economic_risk","high",16165,0.16165,77
"8406","small_scale","economic_risk","not_relevant",14197,0.14197,77
"8407","small_scale","go_fishing","no",33494,0.33494,77
"8408","small_scale","go_fishing","yes",66506,0.66506,77
"8409","small_scale","individual_importance","medium",7912,0.07912,77
"8410","small_scale","individual_importance","high",92088,0.92088,77
"8411","small_scale","individual_risk","low",40882,0.40882,77
"8412","small_scale","individual_risk","medium",34778,0.34778,77
"8413","small_scale","individual_risk","high",10143,0.10143,77
"8414","small_scale","individual_risk","not_relevant",14197,0.14197,77
"8415","small_scale","societal_importance","high",100000,1,77
"8416","small_scale","societal_risk","low",40882,0.40882,77
"8417","small_scale","societal_risk","medium",33900,0.339,77
"8418","small_scale","societal_risk","high",11021,0.11021,77
"8419","small_scale","societal_risk","not_relevant",14197,0.14197,77
"8420","small_scale","strategy_to_change","not_relevant",14197,0.14197,77
"8421","small_scale","strategy_to_change","cope",50657,0.50657,77
"8422","small_scale","strategy_to_change","react",33367,0.33367,77
"8423","small_scale","strategy_to_change","adapt",1779,0.01779,77
"8424","small_scale","substitution_capacity","no",33186,0.33186,77
"8425","small_scale","substitution_capacity","yes",66814,0.66814,77
"8426","household","economic_buffers","low",100000,1,77
"8427","household","economic_risk","low",72785,0.72785,77
"8428","household","economic_risk","medium",4872,0.04872,77
"8429","household","economic_risk","high",8140,0.0814,77
"8430","household","economic_risk","not_relevant",14203,0.14203,77
"8431","household","go_fishing","no",62556,0.62556,77
"8432","household","go_fishing","yes",37444,0.37444,77
"8433","household","individual_importance","medium",50132,0.50132,77
"8434","household","individual_importance","high",49868,0.49868,77
"8435","household","individual_risk","low",23161,0.23161,77
"8436","household","individual_risk","medium",62441,0.62441,77
"8437","household","individual_risk","high",195,0.00195,77
"8438","household","individual_risk","not_relevant",14203,0.14203,77
"8439","household","societal_importance","medium",81048,0.81048,77
"8440","household","societal_importance","high",18952,0.18952,77
"8441","household","societal_risk","low",23161,0.23161,77
"8442","household","societal_risk","medium",62560,0.6256,77
"8443","household","societal_risk","high",76,0.00076,77
"8444","household","societal_risk","not_relevant",14203,0.14203,77
"8445","household","strategy_to_change","not_relevant",14203,0.14203,77
"8446","household","strategy_to_change","cope",68547,0.68547,77
"8447","household","strategy_to_change","react",17250,0.1725,77
"8448","household","substitution_capacity","yes",100000,1,77
"8449","trawler","economic_buffers","medium",61827,0.61827,77
"8450","trawler","economic_buffers","high",38173,0.38173,77
"8451","trawler","economic_risk","low",91059,0.91059,77
"8452","trawler","economic_risk","medium",3531,0.03531,77
"8453","trawler","economic_risk","high",5410,0.0541,77
"8454","trawler","go_fishing","no",10003,0.10003,77
"8455","trawler","go_fishing","yes",89997,0.89997,77
"8456","trawler","individual_importance","high",100000,1,77
"8457","trawler","individual_risk","low",51409,0.51409,77
"8458","trawler","individual_risk","medium",36559,0.36559,77
"8459","trawler","individual_risk","high",12032,0.12032,77
"8460","trawler","societal_importance","high",100000,1,77
"8461","trawler","societal_risk","low",51409,0.51409,77
"8462","trawler","societal_risk","medium",36559,0.36559,77
"8463","trawler","societal_risk","high",12032,0.12032,77
"8464","trawler","strategy_to_change","cope",57437,0.57437,77
"8465","trawler","strategy_to_change","react",42563,0.42563,77
"8466","trawler","substitution_capacity","yes",100000,1,77
"8467","guide","economic_buffers","low",96010,0.9601,77
"8468","guide","economic_buffers","medium",3990,0.0399,77
"8469","guide","economic_risk","low",26194,0.26194,77
"8470","guide","economic_risk","medium",3770,0.0377,77
"8471","guide","economic_risk","high",70036,0.70036,77
"8472","guide","go_fishing","no",68630,0.6863,77
"8473","guide","go_fishing","yes",31370,0.3137,77
"8474","guide","individual_importance","high",100000,1,77
"8475","guide","individual_risk","low",13682,0.13682,77
"8476","guide","individual_risk","medium",12748,0.12748,77
"8477","guide","individual_risk","high",73570,0.7357,77
"8478","guide","societal_importance","medium",81890,0.8189,77
"8479","guide","societal_importance","high",18110,0.1811,77
"8480","guide","societal_risk","low",13682,0.13682,77
"8481","guide","societal_risk","medium",73023,0.73023,77
"8482","guide","societal_risk","high",13295,0.13295,77
"8483","guide","strategy_to_change","cope",81392,0.81392,77
"8484","guide","strategy_to_change","react",2109,0.02109,77
"8485","guide","strategy_to_change","adapt",16499,0.16499,77
"8486","guide","substitution_capacity","no",100000,1,77
"8487","recreational","economic_buffers","low",100000,1,78
"8488","recreational","economic_risk","low",75757,0.75757,78
"8489","recreational","economic_risk","medium",5689,0.05689,78
"8490","recreational","economic_risk","high",4243,0.04243,78
"8491","recreational","economic_risk","not_relevant",14311,0.14311,78
"8492","recreational","go_fishing","no",54990,0.5499,78
"8493","recreational","go_fishing","yes",45010,0.4501,78
"8494","recreational","individual_importance","low",266,0.00266,78
"8495","recreational","individual_importance","medium",50654,0.50654,78
"8496","recreational","individual_importance","high",49080,0.4908,78
"8497","recreational","individual_risk","low",20831,0.20831,78
"8498","recreational","individual_risk","medium",40479,0.40479,78
"8499","recreational","individual_risk","high",24379,0.24379,78
"8500","recreational","individual_risk","not_relevant",14311,0.14311,78
"8501","recreational","societal_importance","medium",87156,0.87156,78
"8502","recreational","societal_importance","high",12844,0.12844,78
"8503","recreational","societal_risk","low",20651,0.20651,78
"8504","recreational","societal_risk","medium",58593,0.58593,78
"8505","recreational","societal_risk","high",6445,0.06445,78
"8506","recreational","societal_risk","not_relevant",14311,0.14311,78
"8507","recreational","strategy_to_change","not_relevant",14311,0.14311,78
"8508","recreational","strategy_to_change","cope",48805,0.48805,78
"8509","recreational","strategy_to_change","react",9648,0.09648,78
"8510","recreational","strategy_to_change","adapt",27236,0.27236,78
"8511","recreational","substitution_capacity","no",100000,1,78
"8512","small_scale","economic_buffers","low",96081,0.96081,78
"8513","small_scale","economic_buffers","medium",3919,0.03919,78
"8514","small_scale","economic_risk","low",47638,0.47638,78
"8515","small_scale","economic_risk","medium",21855,0.21855,78
"8516","small_scale","economic_risk","high",16224,0.16224,78
"8517","small_scale","economic_risk","not_relevant",14283,0.14283,78
"8518","small_scale","go_fishing","no",37906,0.37906,78
"8519","small_scale","go_fishing","yes",62094,0.62094,78
"8520","small_scale","individual_importance","low",7,7e-05,78
"8521","small_scale","individual_importance","medium",6390,0.0639,78
"8522","small_scale","individual_importance","high",93603,0.93603,78
"8523","small_scale","individual_risk","low",34432,0.34432,78
"8524","small_scale","individual_risk","medium",36094,0.36094,78
"8525","small_scale","individual_risk","high",15191,0.15191,78
"8526","small_scale","individual_risk","not_relevant",14283,0.14283,78
"8527","small_scale","societal_importance","high",100000,1,78
"8528","small_scale","societal_risk","low",34428,0.34428,78
"8529","small_scale","societal_risk","medium",35077,0.35077,78
"8530","small_scale","societal_risk","high",16212,0.16212,78
"8531","small_scale","societal_risk","not_relevant",14283,0.14283,78
"8532","small_scale","strategy_to_change","not_relevant",14283,0.14283,78
"8533","small_scale","strategy_to_change","cope",59537,0.59537,78
"8534","small_scale","strategy_to_change","react",25557,0.25557,78
"8535","small_scale","strategy_to_change","adapt",623,0.00623,78
"8536","small_scale","substitution_capacity","no",42542,0.42542,78
"8537","small_scale","substitution_capacity","yes",57458,0.57458,78
"8538","household","economic_buffers","low",100000,1,78
"8539","household","economic_risk","low",71009,0.71009,78
"8540","household","economic_risk","medium",5273,0.05273,78
"8541","household","economic_risk","high",9310,0.0931,78
"8542","household","economic_risk","not_relevant",14408,0.14408,78
"8543","household","go_fishing","no",62849,0.62849,78
"8544","household","go_fishing","yes",37151,0.37151,78
"8545","household","individual_importance","medium",49169,0.49169,78
"8546","household","individual_importance","high",50831,0.50831,78
"8547","household","individual_risk","low",22599,0.22599,78
"8548","household","individual_risk","medium",62782,0.62782,78
"8549","household","individual_risk","high",211,0.00211,78
"8550","household","individual_risk","not_relevant",14408,0.14408,78
"8551","household","societal_importance","medium",75115,0.75115,78
"8552","household","societal_importance","high",24885,0.24885,78
"8553","household","societal_risk","low",22599,0.22599,78
"8554","household","societal_risk","medium",62892,0.62892,78
"8555","household","societal_risk","high",101,0.00101,78
"8556","household","societal_risk","not_relevant",14408,0.14408,78
"8557","household","strategy_to_change","not_relevant",14408,0.14408,78
"8558","household","strategy_to_change","cope",68186,0.68186,78
"8559","household","strategy_to_change","react",17406,0.17406,78
"8560","household","substitution_capacity","yes",100000,1,78
"8561","trawler","economic_buffers","medium",50019,0.50019,78
"8562","trawler","economic_buffers","high",49981,0.49981,78
"8563","trawler","economic_risk","low",90327,0.90327,78
"8564","trawler","economic_risk","medium",4912,0.04912,78
"8565","trawler","economic_risk","high",4761,0.04761,78
"8566","trawler","go_fishing","no",9139,0.09139,78
"8567","trawler","go_fishing","yes",90861,0.90861,78
"8568","trawler","individual_importance","high",100000,1,78
"8569","trawler","individual_risk","low",47025,0.47025,78
"8570","trawler","individual_risk","medium",36787,0.36787,78
"8571","trawler","individual_risk","high",16188,0.16188,78
"8572","trawler","societal_importance","high",100000,1,78
"8573","trawler","societal_risk","low",47025,0.47025,78
"8574","trawler","societal_risk","medium",36787,0.36787,78
"8575","trawler","societal_risk","high",16188,0.16188,78
"8576","trawler","strategy_to_change","cope",52073,0.52073,78
"8577","trawler","strategy_to_change","react",47927,0.47927,78
"8578","trawler","substitution_capacity","yes",100000,1,78
"8579","guide","economic_buffers","low",96072,0.96072,78
"8580","guide","economic_buffers","medium",3928,0.03928,78
"8581","guide","economic_risk","low",22617,0.22617,78
"8582","guide","economic_risk","medium",5638,0.05638,78
"8583","guide","economic_risk","high",71745,0.71745,78
"8584","guide","go_fishing","no",66694,0.66694,78
"8585","guide","go_fishing","yes",33306,0.33306,78
"8586","guide","individual_importance","high",100000,1,78
"8587","guide","individual_risk","low",13866,0.13866,78
"8588","guide","individual_risk","medium",13403,0.13403,78
"8589","guide","individual_risk","high",72731,0.72731,78
"8590","guide","societal_importance","medium",82995,0.82995,78
"8591","guide","societal_importance","high",17005,0.17005,78
"8592","guide","societal_risk","low",13866,0.13866,78
"8593","guide","societal_risk","medium",73725,0.73725,78
"8594","guide","societal_risk","high",12409,0.12409,78
"8595","guide","strategy_to_change","cope",79297,0.79297,78
"8596","guide","strategy_to_change","react",5759,0.05759,78
"8597","guide","strategy_to_change","adapt",14944,0.14944,78
"8598","guide","substitution_capacity","no",100000,1,78
"8599","recreational","economic_buffers","low",100000,1,79
"8600","recreational","economic_risk","low",72368,0.72368,79
"8601","recreational","economic_risk","medium",8051,0.08051,79
"8602","recreational","economic_risk","high",5186,0.05186,79
"8603","recreational","economic_risk","not_relevant",14395,0.14395,79
"8604","recreational","go_fishing","no",48479,0.48479,79
"8605","recreational","go_fishing","yes",51521,0.51521,79
"8606","recreational","individual_importance","low",291,0.00291,79
"8607","recreational","individual_importance","medium",53608,0.53608,79
"8608","recreational","individual_importance","high",46101,0.46101,79
"8609","recreational","individual_risk","low",24417,0.24417,79
"8610","recreational","individual_risk","medium",41447,0.41447,79
"8611","recreational","individual_risk","high",19741,0.19741,79
"8612","recreational","individual_risk","not_relevant",14395,0.14395,79
"8613","recreational","societal_importance","medium",76592,0.76592,79
"8614","recreational","societal_importance","high",23408,0.23408,79
"8615","recreational","societal_risk","low",24237,0.24237,79
"8616","recreational","societal_risk","medium",51354,0.51354,79
"8617","recreational","societal_risk","high",10014,0.10014,79
"8618","recreational","societal_risk","not_relevant",14395,0.14395,79
"8619","recreational","strategy_to_change","not_relevant",14395,0.14395,79
"8620","recreational","strategy_to_change","cope",41262,0.41262,79
"8621","recreational","strategy_to_change","react",13561,0.13561,79
"8622","recreational","strategy_to_change","adapt",30782,0.30782,79
"8623","recreational","substitution_capacity","no",100000,1,79
"8624","small_scale","economic_buffers","low",93984,0.93984,79
"8625","small_scale","economic_buffers","medium",6016,0.06016,79
"8626","small_scale","economic_risk","low",50036,0.50036,79
"8627","small_scale","economic_risk","medium",20807,0.20807,79
"8628","small_scale","economic_risk","high",15071,0.15071,79
"8629","small_scale","economic_risk","not_relevant",14086,0.14086,79
"8630","small_scale","go_fishing","no",35387,0.35387,79
"8631","small_scale","go_fishing","yes",64613,0.64613,79
"8632","small_scale","individual_importance","low",7,7e-05,79
"8633","small_scale","individual_importance","medium",6828,0.06828,79
"8634","small_scale","individual_importance","high",93165,0.93165,79
"8635","small_scale","individual_risk","low",35589,0.35589,79
"8636","small_scale","individual_risk","medium",37354,0.37354,79
"8637","small_scale","individual_risk","high",12971,0.12971,79
"8638","small_scale","individual_risk","not_relevant",14086,0.14086,79
"8639","small_scale","societal_importance","high",100000,1,79
"8640","small_scale","societal_risk","low",35585,0.35585,79
"8641","small_scale","societal_risk","medium",36365,0.36365,79
"8642","small_scale","societal_risk","high",13964,0.13964,79
"8643","small_scale","societal_risk","not_relevant",14086,0.14086,79
"8644","small_scale","strategy_to_change","not_relevant",14086,0.14086,79
"8645","small_scale","strategy_to_change","cope",59690,0.5969,79
"8646","small_scale","strategy_to_change","react",25722,0.25722,79
"8647","small_scale","strategy_to_change","adapt",502,0.00502,79
"8648","small_scale","substitution_capacity","no",39250,0.3925,79
"8649","small_scale","substitution_capacity","yes",60750,0.6075,79
"8650","household","economic_buffers","low",100000,1,79
"8651","household","economic_risk","low",67934,0.67934,79
"8652","household","economic_risk","medium",6100,0.061,79
"8653","household","economic_risk","high",11523,0.11523,79
"8654","household","economic_risk","not_relevant",14443,0.14443,79
"8655","household","go_fishing","no",59482,0.59482,79
"8656","household","go_fishing","yes",40518,0.40518,79
"8657","household","individual_importance","medium",49952,0.49952,79
"8658","household","individual_importance","high",50048,0.50048,79
"8659","household","individual_risk","low",24635,0.24635,79
"8660","household","individual_risk","medium",60700,0.607,79
"8661","household","individual_risk","high",222,0.00222,79
"8662","household","individual_risk","not_relevant",14443,0.14443,79
"8663","household","societal_importance","medium",82089,0.82089,79
"8664","household","societal_importance","high",17911,0.17911,79
"8665","household","societal_risk","low",24635,0.24635,79
"8666","household","societal_risk","medium",60838,0.60838,79
"8667","household","societal_risk","high",84,0.00084,79
"8668","household","societal_risk","not_relevant",14443,0.14443,79
"8669","household","strategy_to_change","not_relevant",14443,0.14443,79
"8670","household","strategy_to_change","cope",63617,0.63617,79
"8671","household","strategy_to_change","react",21940,0.2194,79
"8672","household","substitution_capacity","yes",100000,1,79
"8673","trawler","economic_buffers","medium",51909,0.51909,79
"8674","trawler","economic_buffers","high",48091,0.48091,79
"8675","trawler","economic_risk","low",89111,0.89111,79
"8676","trawler","economic_risk","medium",5318,0.05318,79
"8677","trawler","economic_risk","high",5571,0.05571,79
"8678","trawler","go_fishing","no",15450,0.1545,79
"8679","trawler","go_fishing","yes",84550,0.8455,79
"8680","trawler","individual_importance","high",100000,1,79
"8681","trawler","individual_risk","low",40892,0.40892,79
"8682","trawler","individual_risk","medium",44421,0.44421,79
"8683","trawler","individual_risk","high",14687,0.14687,79
"8684","trawler","societal_importance","high",100000,1,79
"8685","trawler","societal_risk","low",40892,0.40892,79
"8686","trawler","societal_risk","medium",44421,0.44421,79
"8687","trawler","societal_risk","high",14687,0.14687,79
"8688","trawler","strategy_to_change","cope",55212,0.55212,79
"8689","trawler","strategy_to_change","react",44788,0.44788,79
"8690","trawler","substitution_capacity","yes",100000,1,79
"8691","guide","economic_buffers","low",94047,0.94047,79
"8692","guide","economic_buffers","medium",5953,0.05953,79
"8693","guide","economic_risk","low",28018,0.28018,79
"8694","guide","economic_risk","medium",5809,0.05809,79
"8695","guide","economic_risk","high",66173,0.66173,79
"8696","guide","go_fishing","no",67650,0.6765,79
"8697","guide","go_fishing","yes",32350,0.3235,79
"8698","guide","individual_importance","high",100000,1,79
"8699","guide","individual_risk","low",12470,0.1247,79
"8700","guide","individual_risk","medium",14779,0.14779,79
"8701","guide","individual_risk","high",72751,0.72751,79
"8702","guide","societal_importance","medium",80224,0.80224,79
"8703","guide","societal_importance","high",19776,0.19776,79
"8704","guide","societal_risk","low",12470,0.1247,79
"8705","guide","societal_risk","medium",73227,0.73227,79
"8706","guide","societal_risk","high",14303,0.14303,79
"8707","guide","strategy_to_change","cope",81991,0.81991,79
"8708","guide","strategy_to_change","react",3618,0.03618,79
"8709","guide","strategy_to_change","adapt",14391,0.14391,79
"8710","guide","substitution_capacity","no",100000,1,79
"8711","recreational","economic_buffers","low",100000,1,80
"8712","recreational","economic_risk","low",74857,0.74857,80
"8713","recreational","economic_risk","medium",6701,0.06701,80
"8714","recreational","economic_risk","high",4231,0.04231,80
"8715","recreational","economic_risk","not_relevant",14211,0.14211,80
"8716","recreational","go_fishing","no",56443,0.56443,80
"8717","recreational","go_fishing","yes",43557,0.43557,80
"8718","recreational","individual_importance","medium",48096,0.48096,80
"8719","recreational","individual_importance","high",51904,0.51904,80
"8720","recreational","individual_risk","low",20254,0.20254,80
"8721","recreational","individual_risk","medium",39372,0.39372,80
"8722","recreational","individual_risk","high",26163,0.26163,80
"8723","recreational","individual_risk","not_relevant",14211,0.14211,80
"8724","recreational","societal_importance","medium",78681,0.78681,80
"8725","recreational","societal_importance","high",21319,0.21319,80
"8726","recreational","societal_risk","low",20254,0.20254,80
"8727","recreational","societal_risk","medium",54799,0.54799,80
"8728","recreational","societal_risk","high",10736,0.10736,80
"8729","recreational","societal_risk","not_relevant",14211,0.14211,80
"8730","recreational","strategy_to_change","not_relevant",14211,0.14211,80
"8731","recreational","strategy_to_change","cope",49387,0.49387,80
"8732","recreational","strategy_to_change","react",11194,0.11194,80
"8733","recreational","strategy_to_change","adapt",25208,0.25208,80
"8734","recreational","substitution_capacity","no",100000,1,80
"8735","small_scale","economic_buffers","low",95075,0.95075,80
"8736","small_scale","economic_buffers","medium",4925,0.04925,80
"8737","small_scale","economic_risk","low",51848,0.51848,80
"8738","small_scale","economic_risk","medium",19615,0.19615,80
"8739","small_scale","economic_risk","high",14245,0.14245,80
"8740","small_scale","economic_risk","not_relevant",14292,0.14292,80
"8741","small_scale","go_fishing","no",39792,0.39792,80
"8742","small_scale","go_fishing","yes",60208,0.60208,80
"8743","small_scale","individual_importance","medium",9818,0.09818,80
"8744","small_scale","individual_importance","high",90182,0.90182,80
"8745","small_scale","individual_risk","low",32202,0.32202,80
"8746","small_scale","individual_risk","medium",37960,0.3796,80
"8747","small_scale","individual_risk","high",15546,0.15546,80
"8748","small_scale","individual_risk","not_relevant",14292,0.14292,80
"8749","small_scale","societal_importance","high",100000,1,80
"8750","small_scale","societal_risk","low",32202,0.32202,80
"8751","small_scale","societal_risk","medium",36302,0.36302,80
"8752","small_scale","societal_risk","high",17204,0.17204,80
"8753","small_scale","societal_risk","not_relevant",14292,0.14292,80
"8754","small_scale","strategy_to_change","not_relevant",14292,0.14292,80
"8755","small_scale","strategy_to_change","cope",66446,0.66446,80
"8756","small_scale","strategy_to_change","react",18406,0.18406,80
"8757","small_scale","strategy_to_change","adapt",856,0.00856,80
"8758","small_scale","substitution_capacity","no",43790,0.4379,80
"8759","small_scale","substitution_capacity","yes",56210,0.5621,80
"8760","household","economic_buffers","low",100000,1,80
"8761","household","economic_risk","low",73221,0.73221,80
"8762","household","economic_risk","medium",4426,0.04426,80
"8763","household","economic_risk","high",7901,0.07901,80
"8764","household","economic_risk","not_relevant",14452,0.14452,80
"8765","household","go_fishing","no",65461,0.65461,80
"8766","household","go_fishing","yes",34539,0.34539,80
"8767","household","individual_importance","medium",56979,0.56979,80
"8768","household","individual_importance","high",43021,0.43021,80
"8769","household","individual_risk","low",20186,0.20186,80
"8770","household","individual_risk","medium",65174,0.65174,80
"8771","household","individual_risk","high",188,0.00188,80
"8772","household","individual_risk","not_relevant",14452,0.14452,80
"8773","household","societal_importance","medium",75058,0.75058,80
"8774","household","societal_importance","high",24942,0.24942,80
"8775","household","societal_risk","low",20186,0.20186,80
"8776","household","societal_risk","medium",65257,0.65257,80
"8777","household","societal_risk","high",105,0.00105,80
"8778","household","societal_risk","not_relevant",14452,0.14452,80
"8779","household","strategy_to_change","not_relevant",14452,0.14452,80
"8780","household","strategy_to_change","cope",70091,0.70091,80
"8781","household","strategy_to_change","react",15457,0.15457,80
"8782","household","substitution_capacity","yes",100000,1,80
"8783","trawler","economic_buffers","medium",44876,0.44876,80
"8784","trawler","economic_buffers","high",55124,0.55124,80
"8785","trawler","economic_risk","low",89093,0.89093,80
"8786","trawler","economic_risk","medium",5962,0.05962,80
"8787","trawler","economic_risk","high",4945,0.04945,80
"8788","trawler","go_fishing","no",8500,0.085,80
"8789","trawler","go_fishing","yes",91500,0.915,80
"8790","trawler","individual_importance","high",100000,1,80
"8791","trawler","individual_risk","low",44834,0.44834,80
"8792","trawler","individual_risk","medium",39727,0.39727,80
"8793","trawler","individual_risk","high",15439,0.15439,80
"8794","trawler","societal_importance","high",100000,1,80
"8795","trawler","societal_risk","low",44834,0.44834,80
"8796","trawler","societal_risk","medium",39727,0.39727,80
"8797","trawler","societal_risk","high",15439,0.15439,80
"8798","trawler","strategy_to_change","cope",55386,0.55386,80
"8799","trawler","strategy_to_change","react",44614,0.44614,80
"8800","trawler","substitution_capacity","yes",100000,1,80
"8801","guide","economic_buffers","low",95067,0.95067,80
"8802","guide","economic_buffers","medium",4933,0.04933,80
"8803","guide","economic_risk","low",25771,0.25771,80
"8804","guide","economic_risk","medium",4965,0.04965,80
"8805","guide","economic_risk","high",69264,0.69264,80
"8806","guide","go_fishing","no",67827,0.67827,80
"8807","guide","go_fishing","yes",32173,0.32173,80
"8808","guide","individual_importance","high",100000,1,80
"8809","guide","individual_risk","low",12285,0.12285,80
"8810","guide","individual_risk","medium",13818,0.13818,80
"8811","guide","individual_risk","high",73897,0.73897,80
"8812","guide","societal_importance","medium",80901,0.80901,80
"8813","guide","societal_importance","high",19099,0.19099,80
"8814","guide","societal_risk","low",12285,0.12285,80
"8815","guide","societal_risk","medium",73644,0.73644,80
"8816","guide","societal_risk","high",14071,0.14071,80
"8817","guide","strategy_to_change","cope",83469,0.83469,80
"8818","guide","strategy_to_change","react",3110,0.0311,80
"8819","guide","strategy_to_change","adapt",13421,0.13421,80
"8820","guide","substitution_capacity","no",100000,1,80
"8821","recreational","economic_buffers","low",100000,1,81
"8822","recreational","economic_risk","low",75656,0.75656,81
"8823","recreational","economic_risk","medium",5953,0.05953,81
"8824","recreational","economic_risk","high",3947,0.03947,81
"8825","recreational","economic_risk","not_relevant",14444,0.14444,81
"8826","recreational","go_fishing","no",53250,0.5325,81
"8827","recreational","go_fishing","yes",46750,0.4675,81
"8828","recreational","individual_importance","medium",52084,0.52084,81
"8829","recreational","individual_importance","high",47916,0.47916,81
"8830","recreational","individual_risk","low",23282,0.23282,81
"8831","recreational","individual_risk","medium",61956,0.61956,81
"8832","recreational","individual_risk","high",318,0.00318,81
"8833","recreational","individual_risk","not_relevant",14444,0.14444,81
"8834","recreational","societal_importance","medium",69841,0.69841,81
"8835","recreational","societal_importance","high",30159,0.30159,81
"8836","recreational","societal_risk","low",23282,0.23282,81
"8837","recreational","societal_risk","medium",62084,0.62084,81
"8838","recreational","societal_risk","high",190,0.0019,81
"8839","recreational","societal_risk","not_relevant",14444,0.14444,81
"8840","recreational","strategy_to_change","not_relevant",14444,0.14444,81
"8841","recreational","strategy_to_change","cope",46064,0.46064,81
"8842","recreational","strategy_to_change","react",10124,0.10124,81
"8843","recreational","strategy_to_change","adapt",29368,0.29368,81
"8844","recreational","substitution_capacity","yes",100000,1,81
"8845","small_scale","economic_buffers","low",89186,0.89186,81
"8846","small_scale","economic_buffers","medium",10814,0.10814,81
"8847","small_scale","economic_risk","low",55112,0.55112,81
"8848","small_scale","economic_risk","medium",17478,0.17478,81
"8849","small_scale","economic_risk","high",13201,0.13201,81
"8850","small_scale","economic_risk","not_relevant",14209,0.14209,81
"8851","small_scale","go_fishing","no",43078,0.43078,81
"8852","small_scale","go_fishing","yes",56922,0.56922,81
"8853","small_scale","individual_importance","medium",13414,0.13414,81
"8854","small_scale","individual_importance","high",86586,0.86586,81
"8855","small_scale","individual_risk","low",30522,0.30522,81
"8856","small_scale","individual_risk","medium",40715,0.40715,81
"8857","small_scale","individual_risk","high",14554,0.14554,81
"8858","small_scale","individual_risk","not_relevant",14209,0.14209,81
"8859","small_scale","societal_importance","high",100000,1,81
"8860","small_scale","societal_risk","low",30522,0.30522,81
"8861","small_scale","societal_risk","medium",38425,0.38425,81
"8862","small_scale","societal_risk","high",16844,0.16844,81
"8863","small_scale","societal_risk","not_relevant",14209,0.14209,81
"8864","small_scale","strategy_to_change","not_relevant",14209,0.14209,81
"8865","small_scale","strategy_to_change","cope",62880,0.6288,81
"8866","small_scale","strategy_to_change","react",19749,0.19749,81
"8867","small_scale","strategy_to_change","adapt",3162,0.03162,81
"8868","small_scale","substitution_capacity","no",40192,0.40192,81
"8869","small_scale","substitution_capacity","yes",59808,0.59808,81
"8870","household","economic_buffers","low",100000,1,81
"8871","household","economic_risk","low",68857,0.68857,81
"8872","household","economic_risk","medium",5826,0.05826,81
"8873","household","economic_risk","high",10887,0.10887,81
"8874","household","economic_risk","not_relevant",14430,0.1443,81
"8875","household","go_fishing","no",61136,0.61136,81
"8876","household","go_fishing","yes",38864,0.38864,81
"8877","household","individual_importance","medium",48990,0.4899,81
"8878","household","individual_importance","high",51010,0.5101,81
"8879","household","individual_risk","low",25141,0.25141,81
"8880","household","individual_risk","medium",60340,0.6034,81
"8881","household","individual_risk","high",89,0.00089,81
